SiteID,SpecCode,IndividID,d15N,d13C,WtN,WtC,CN,SampType,SampDate,SampYR,fishID,TL_mm,trophic,SpecimenID,Comments
Private Ranch,WHS,534,8.5,-27.8,14.6,49,3.4,M1,8/1/13,2013,0813mmWHS04,,Fish,534,
Private Ranch,WHS,535,8.5,-27.6,13.9,47.1,3.4,M1,8/1/13,2013,0813mmWHS05,,Fish,535,
Private Ranch,WHS,536,8.6,-27.8,14.5,47.8,3.3,M1,8/1/13,2013,0813mmWHS06,,Fish,536,
Private Ranch,WHS,537,8.8,-27.7,14.6,48.5,3.3,M1,8/1/13,2013,0813mmWHS07,,Fish,537,
Private Ranch,WHS,538,8.4,-28.7,14.4,48.2,3.3,M1,8/1/13,2013,0813mmWHS08,,Fish,538,
Private Ranch,WHS,539,8.4,-29.2,14.1,46.9,3.3,M1,8/1/13,2013,0813mmWHS09,,Fish,539,
Private Ranch,WHS,540,8.7,-27.8,14.6,48.6,3.3,M1,8/1/13,2013,0813mmWHS10,,Fish,540,
Private Ranch,WHS,541,8.8,-28.9,14.5,47.9,3.3,M1,8/1/13,2013,0813mmWHS11,,Fish,541,
Private Ranch,WHS,542,8.2,-27.7,13.6,45.5,3.4,M1,8/1/13,2013,0813mmWHS12,,Fish,542,
Private Ranch,WHS,543,8.2,-27.4,14.3,47.2,3.3,M1,8/1/13,2013,0813mmWHS13,,Fish,543,
Private Ranch,WHS,544,8.4,-27.9,14.6,48.7,3.3,M1,8/1/13,2013,0813mmWHS14,,Fish,544,
Private Ranch,WHS,545,8.4,-28.5,14.1,47.4,3.4,M1,8/1/13,2013,0813mmWHS15,,Fish,545,
Private Ranch,WHS,546,8.1,-29,14.4,49,3.4,M1,8/1/13,2013,0813mmWHS16,,Fish,546,
Private Ranch,WHS,547,8.6,-27.8,14.8,48.3,3.3,M1,8/1/13,2013,0813mmWHS17,,Fish,547,Replicate samples.
Private Ranch,WHS,547,8.5,-27.8,14.8,48.7,3.3,M1,8/1/13,2013,0813mmWHS17,,Fish,547,Replicate samples.
Private Ranch,WHS,548,8,-28.5,14.5,48.2,3.3,M1,8/1/13,2013,0813mmWHS18,,Fish,548,Replicate samples.
Private Ranch,WHS,548,8,-28.4,14.6,48.5,3.3,M1,8/1/13,2013,0813mmWHS18,,Fish,548,Replicate samples.
Private Ranch,WHS,549,8,-29.7,14.6,48.6,3.3,M1,8/1/13,2013,0813mmWHS19,,Fish,549,
Private Ranch,WHS,550,8.1,-28.3,14,46.4,3.3,M1,8/1/13,2013,0813mmWHS20,,Fish,550,
Private Ranch,WHS,551,8.3,-28.3,14.3,47.2,3.3,M1,8/1/13,2013,0813mmWHS21,,Fish,551,
Private Ranch,WHS,552,8.4,-28.1,14.2,47.1,3.3,M1,8/1/13,2013,0813mmWHS22,,Fish,552,
Private Ranch,WHS,553,8.4,-27.8,14.7,47.5,3.2,M1,8/1/13,2013,0813mmWHS23,,Fish,553,
Greenbelt,LND,554,11.6,-28.7,14,47,3.4,M1,8/1/13,2013,0813gbLND04,,Fish,554,
Greenbelt,LND,555,10.9,-29.4,14.1,48.6,3.5,M1,8/1/13,2013,0813gbLND05,,Fish,555,
Greenbelt,LND,556,11.1,-28.8,14,46.4,3.3,M1,8/1/13,2013,0813gbLND06,,Fish,556,
Greenbelt,LND,557,11.8,-29.1,14.1,47.6,3.4,M1,8/1/13,2013,0813gbLND07,,Fish,557,Replicate samples.
Greenbelt,LND,557,11.7,-29.1,14,47.4,3.4,M1,8/1/13,2013,0813gbLND07,,Fish,557,Replicate samples.
Greenbelt,LND,558,12,-28.9,13.9,48.3,3.5,M1,8/1/13,2013,0813gbLND08,,Fish,558,
Greenbelt,LND,559,11.9,-28.4,14.2,47.4,3.3,M1,8/1/13,2013,0813gbLND09,,Fish,559,
Greenbelt,LND,560,11.8,-27.6,13.9,47.6,3.4,M1,8/1/13,2013,0813gbLND10,,Fish,560,
Greenbelt,LND,561,11.7,-27.6,14.2,47.9,3.4,M1,8/1/13,2013,0813gbLND11,,Fish,561,
Greenbelt,LND,562,12.2,-28.8,13.6,45.6,3.3,M1,8/1/13,2013,0813gbLND12,,Fish,562,
Greenbelt,LND,563,12.4,-28.5,13.4,45.2,3.4,M1,8/1/13,2013,0813gbLND13,,Fish,563,
Greenbelt,LND,564,12.5,-28.3,13.4,46.8,3.5,M1,8/1/13,2013,0813gbLND14,,Fish,564,
Greenbelt,LND,565,12.4,-27.8,13.4,45.8,3.4,M1,8/1/13,2013,0813gbLND15,,Fish,565,
Greenbelt,LND,566,11.7,-29.4,14,48.3,3.5,M1,8/1/13,2013,0813gbLND16,,Fish,566,
Greenbelt,LND,567,11,-28.7,13.8,46.5,3.4,M1,8/1/13,2013,0813gbLND17,,Fish,567,
Greenbelt,LND,568,10.9,-29.2,14.2,48,3.4,M1,8/1/13,2013,0813gbLND18,,Fish,568,
Greenbelt,LND,569,11.8,-29.2,13.9,48.3,3.5,M1,8/1/13,2013,0813gbLND19,,Fish,569,
Greenbelt,LND,570,12,-28.4,13.9,48.6,3.5,M1,8/1/13,2013,0813gbLND20,,Fish,570,
Greenbelt,LND,571,12.1,-28.6,14.2,48.4,3.4,M1,8/1/13,2013,0813gbLND21,,Fish,571,
Greenbelt,LND,572,11.6,-27.9,13.8,46.8,3.4,M1,8/1/13,2013,0813gbLND22,,Fish,572,
Greenbelt,LND,573,12.3,-28.7,13.9,47.2,3.4,M1,8/1/13,2013,0813gbLND23,,Fish,573,
Private Ranch,LND,574,9.3,-29.1,13.9,49.1,3.5,M1,8/1/13,2013,0813mmLND04,,Fish,574,
Private Ranch,LND,575,8.7,-28.6,13.9,47,3.4,M1,8/1/13,2013,0813mmLND05,,Fish,575,
Private Ranch,LND,576,9,-28.2,14.1,48.3,3.4,M1,8/1/13,2013,0813mmLND06,,Fish,576,
Private Ranch,LND,577,8.7,-28.9,14.1,47.6,3.4,M1,8/1/13,2013,0813mmLND07,,Fish,577,
Private Ranch,LND,578,9.3,-29,14.2,48.1,3.4,M1,8/1/13,2013,0813mmLND08,,Fish,578,
Private Ranch,LND,579,9,-28.8,13.9,47.1,3.4,M1,8/1/13,2013,0813mmLND09,,Fish,579,
Private Ranch,LND,580,9.3,-28.6,14.2,48.1,3.4,M1,8/1/13,2013,0813mmLND10,,Fish,580,
Private Ranch,LND,581,9,-28.6,13.7,46.9,3.4,M1,8/1/13,2013,0813mmLND11,,Fish,581,
Private Ranch,LND,582,9,-29.2,14.1,47.8,3.4,M1,8/1/13,2013,0813mmLND12,,Fish,582,
Private Ranch,LND,583,8.8,-28.5,13.8,47.7,3.4,M1,8/1/13,2013,0813mmLND13,,Fish,583,
Private Ranch,LND,584,8.8,-28.4,14,48.5,3.5,M1,8/1/13,2013,0813mmLND14,,Fish,584,
Private Ranch,LND,585,9,-28.9,14,47.9,3.4,M1,8/1/13,2013,0813mmLND15,,Fish,585,
Private Ranch,LND,586,8.9,-29.1,14.1,48.2,3.4,M1,8/1/13,2013,0813mmLND16,,Fish,586,
Private Ranch,LND,587,9.4,-29.2,14,47.3,3.4,M1,8/1/13,2013,0813mmLND17,,Fish,587,
Private Ranch,LND,588,9.1,-28.3,13.5,47.2,3.5,M1,8/1/13,2013,0813mmLND18,,Fish,588,
Private Ranch,LND,589,9.1,-28.9,13.9,48.3,3.5,M1,8/1/13,2013,0813mmLND19,,Fish,589,
Private Ranch,LND,590,9.2,-28.7,13.5,47,3.5,M1,8/1/13,2013,0813mmLND20,,Fish,590,
Private Ranch,CSH,591,9.3,-27.6,14.5,47.6,3.3,M1,8/1/13,2013,0813mmCSH04,,Fish,591,
Private Ranch,CSH,592,9.3,-26.5,14.1,47.2,3.4,M1,8/1/13,2013,0813mmCSH05,,Fish,592,
Private Ranch,CSH,593,8.8,-27.8,14.6,48.1,3.3,M1,8/1/13,2013,0813mmCSH06,,Fish,593,
Private Ranch,CSH,594,9.8,-27.6,14.2,47.5,3.3,M1,8/1/13,2013,0813mmCSH07,,Fish,594,
Private Ranch,CSH,595,8.9,-27.2,14.6,48.2,3.3,M1,8/1/13,2013,0813mmCSH08,,Fish,595,
Private Ranch,CSH,596,9.6,-26.7,14.4,47.9,3.3,M1,8/1/13,2013,0813mmCSH09,,Fish,596,Replicate samples.
Private Ranch,CSH,596,9.6,-27,14.6,48.4,3.3,M1,8/1/13,2013,0813mmCSH09,,Fish,596,Replicate samples.
Private Ranch,CSH,597,8.7,-27,14.3,47.8,3.3,M1,8/1/13,2013,0813mmCSH10,,Fish,597,
Private Ranch,CSH,598,8.4,-27.2,14.4,48,3.3,M1,8/1/13,2013,0813mmCSH11,,Fish,598,
Private Ranch,CSH,599,9.3,-27.9,13.6,46.2,3.4,M1,8/1/13,2013,0813mmCSH12,,Fish,599,
Private Ranch,CSH,600,8.7,-27,13.9,47.5,3.4,M1,8/1/13,2013,0813mmCSH13,,Fish,600,
Private Ranch,CSH,601,8.6,-27.3,14.5,48.5,3.3,M1,8/1/13,2013,0813mmCSH14,,Fish,601,
Private Ranch,CSH,602,9.2,-28.1,14.3,48.4,3.4,M1,8/1/13,2013,0813mmCSH15,,Fish,602,
Private Ranch,CSH,603,8.8,-27.1,14.3,47.5,3.3,M1,8/1/13,2013,0813mmCSH16,,Fish,603,
Private Ranch,CSH,604,8.9,-27.7,14,47.6,3.4,M1,8/1/13,2013,0813mmCSH17,,Fish,604,
Private Ranch,CSH,605,9.2,-26.8,14,46.7,3.3,M1,8/1/13,2013,0813mmCSH18,,Fish,605,
Private Ranch,CSH,606,9.5,-26.6,14.4,47.9,3.3,M1,8/1/13,2013,0813mmCSH19,,Fish,606,
Private Ranch,CSH,607,8.9,-27.2,14.5,49.3,3.4,M1,8/1/13,2013,0813mmCSH20,,Fish,607,
Private Ranch,CSH,608,8.8,-27.6,14.5,48.2,3.3,M1,8/1/13,2013,0813mmCSH21,,Fish,608,
Private Ranch,CSH,609,9.3,-27.5,14.1,48.5,3.4,M1,8/1/13,2013,0813mmCSH22,,Fish,609,
Private Ranch,CSH,610,9,-26.7,14.3,47.8,3.4,M1,8/1/13,2013,0813mmCSH23,,Fish,610,
Private Ranch,CSH,611,9.4,-27.2,14.3,47.8,3.3,M1,8/1/13,2013,0813mmCSH24,,Fish,611,
Private Ranch,CSH,612,9.5,-27.4,14.3,48.3,3.4,M1,8/1/13,2013,0813mmCSH25,,Fish,612,
Greenbelt,yoyBNT,613,10.7,-27.4,14.2,47.3,3.3,M1,8/1/13,2013,0813gbyoybnt04,,Fish,613,
Greenbelt,yoyBNT,614,10.9,-28.7,14.8,48.3,3.3,M1,8/1/13,2013,0813gbyoybnt05,,Fish,614,
Greenbelt,yoyBNT,615,12.6,-27.6,14.6,48.5,3.3,M1,8/1/13,2013,0813gbyoybnt06,,Fish,615,
Greenbelt,yoyBNT,615,11.9,-27.6,13.9,47.3,3.4,M1,8/1/13,2013,0813gbyoybnt06,,Fish,615,
Greenbelt,yoyBNT,616,10.9,-29.3,14,47.4,3.4,M1,8/1/13,2013,0813gbyoybnt07,,Fish,616,
Greenbelt,yoyBNT,617,10.7,-27,14.1,47.2,3.4,M1,8/1/13,2013,0813gbyoybnt08,,Fish,617,
Greenbelt,yoyBNT,618,10.6,-29,14.4,47.7,3.3,M1,8/1/13,2013,0813gbyoybnt09,,Fish,618,
Greenbelt,yoyBNT,619,11,-27.1,14,47.3,3.4,M1,8/1/13,2013,0813gbyoybnt10,,Fish,619,
Greenbelt,yoyBNT,620,9.9,-28,14.6,47.3,3.2,M1,8/1/13,2013,0813gbyoybnt11,,Fish,620,Replicate samples.
Greenbelt,yoyBNT,620,10.1,-27.8,14.7,47.5,3.2,M1,8/1/13,2013,0813gbyoybnt11,,Fish,620,Replicate samples.
Greenbelt,yoyBNT,621,11.8,-27.1,13.8,45.3,3.3,M1,8/1/13,2013,0813gbyoybnt12,,Fish,621,
Greenbelt,yoyBNT,622,11.1,-27.6,14,46.9,3.4,M1,8/1/13,2013,0813gbyoybnt13,,Fish,622,
Greenbelt,yoyBNT,623,10.6,-27.8,13.9,47.2,3.4,M1,8/1/13,2013,0813gbyoybnt14,,Fish,623,
Greenbelt,yoyBNT,624,11.4,-28.3,13.7,46.6,3.4,M1,8/1/13,2013,0813gbyoybnt15,,Fish,624,
Greenbelt,yoyBNT,625,11.4,-27.3,13.5,44.3,3.3,M1,8/1/13,2013,0813gbyoybnt16,,Fish,625,
Greenbelt,yoyBNT,626,11.5,-27.4,14.2,47.6,3.3,M1,8/1/13,2013,0813gbyoybnt17,,Fish,626,
Greenbelt,yoyBNT,627,11.5,-27.7,14.5,48.6,3.4,M1,8/1/13,2013,0813gbyoybnt18,,Fish,627,
Greenbelt,yoyBNT,628,11.1,-29.2,14.6,48.1,3.3,M1,8/1/13,2013,0813gbyoybnt19,,Fish,628,
Greenbelt,yoyBNT,629,9.6,-27.8,14.1,48.1,3.4,M1,8/1/13,2013,0813gbyoybnt20,,Fish,629,
Greenbelt,yoyBNT,630,10.2,-27.9,13.9,47.2,3.4,M1,8/1/13,2013,0813gbyoybnt21,,Fish,630,
Greenbelt,yoyBNT,631,10.4,-28.1,14.4,48.1,3.3,M1,8/1/13,2013,0813gbyoybnt22,,Fish,631,
Greenbelt,yoyBNT,632,9.2,-28.4,14,47.4,3.4,M1,8/1/13,2013,0813gbyoybnt23,,Fish,632,
Greenbelt,yoyBNT,633,10,-28.1,14.5,47.5,3.3,M1,8/1/13,2013,0813gbyoybnt24,,Fish,633,
Private Ranch,yoyBNT,634,8.9,-28.6,14.4,49.2,3.4,M1,8/1/13,2013,0813mmyoybnt04,,Fish,634,
Private Ranch,yoyBNT,635,9.4,-29.9,14,47,3.4,M1,8/1/13,2013,0813mmyoybnt05,,Fish,635,
Private Ranch,yoyBNT,636,9.1,-28.8,14.3,47.5,3.3,M1,8/1/13,2013,0813mmyoybnt06,,Fish,636,
Private Ranch,yoyBNT,637,8.7,-28.1,13.9,46.4,3.4,M1,8/1/13,2013,0813mmyoybnt07,,Fish,637,
Private Ranch,yoyBNT,638,8.7,-28.4,13.9,46.7,3.4,M1,8/1/13,2013,0813mmyoybnt08,,Fish,638,
Private Ranch,yoyBNT,639,9.1,-30.1,14,47.6,3.4,M1,8/1/13,2013,0813mmyoybnt09,,Fish,639,
Private Ranch,yoyBNT,640,8.2,-29.3,13.8,46.4,3.4,M1,8/1/13,2013,0813mmyoybnt10,,Fish,640,
Private Ranch,yoyBNT,641,9.1,-28.2,14.7,48.3,3.3,M1,8/1/13,2013,0813mmyoybnt11,,Fish,641,
Private Ranch,yoyBNT,642,8.7,-29.6,13.7,46.6,3.4,M1,8/1/13,2013,0813mmyoybnt12,,Fish,642,
Private Ranch,yoyBNT,643,8.7,-29.1,14.8,48.2,3.3,M1,8/1/13,2013,0813mmyoybnt13,,Fish,643,Replicate samples.
Private Ranch,yoyBNT,643,8.7,-29,14.4,47.2,3.3,M1,8/1/13,2013,0813mmyoybnt13,,Fish,643,Replicate samples.
Private Ranch,yoyBNT,644,8.9,-28.5,14.4,48.1,3.3,M1,8/1/13,2013,0813mmyoybnt14,,Fish,644,
Private Ranch,yoyBNT,645,8.7,-29.5,14.5,47.7,3.3,M1,8/1/13,2013,0813mmyoybnt15,,Fish,645,
Private Ranch,yoyBNT,646,9,-29.5,14.8,47.9,3.2,M1,8/1/13,2013,0813mmyoybnt16,,Fish,646,
Private Ranch,yoyCRP,647,9.8,-27.5,14,47.4,3.4,M1,8/1/13,2013,0813mmyoycrp04,,Fish,647,
Private Ranch,yoyCRP,648,9.8,-26.6,13.7,46.8,3.4,M1,8/1/13,2013,0813mmyoycrp05,,Fish,648,
Private Ranch,yoyCRP,649,8.7,-26.6,13.8,48,3.5,M1,8/1/13,2013,0813mmyoycrp06,,Fish,649,
Private Ranch,yoyCRP,650,10.2,-26.3,14.2,47.3,3.3,M1,8/1/13,2013,0813mmyoycrp07,,Fish,650,
Private Ranch,yoyCRP,651,10,-26.4,13.9,47.4,3.4,M1,8/1/13,2013,0813mmyoycrp08,,Fish,651,
Private Ranch,yoyCRP,652,11.4,-26.3,13.9,47.5,3.4,M1,8/1/13,2013,0813mmyoycrp09,,Fish,652,
Private Ranch,yoyCRP,653,10.6,-27,14.4,47.2,3.3,M1,8/1/13,2013,0813mmyoycrp10,,Fish,653,
Private Ranch,yoyCRP,654,11.6,-26.2,13.9,48,3.5,M1,8/1/13,2013,0813mmyoycrp11,,Fish,654,
Greenbelt,BMN,655,11.8,-27.2,13.2,46.9,3.6,M1,8/1/13,2013,0813gbBMN03,,Fish,655,Replicate samples.
Greenbelt,BMN,655,11.8,-27.1,13.5,47.4,3.5,M1,8/1/13,2013,0813gbBMN03,,Fish,655,Replicate samples.
Greenbelt,BMN,656,12.4,-27.7,13.8,48.1,3.5,M1,8/1/13,2013,0813gbBMN04,,Fish,656,
Greenbelt,BMN,657,12.3,-27.2,13.6,47.3,3.5,M1,8/1/13,2013,0813gbBMN05,,Fish,657,
Greenbelt,BMN,658,11.9,-29.7,14.5,49.3,3.4,M1,8/1/13,2013,0813gbBMN06,,Fish,658,
Greenbelt,BMN,659,12.6,-28.1,14,49.1,3.5,M1,8/1/13,2013,0813gbBMN07,,Fish,659,Replicate samples.
Greenbelt,BMN,659,12.7,-28.2,14.1,49,3.5,M1,8/1/13,2013,0813gbBMN07,,Fish,659,Replicate samples.
Greenbelt,BMN,660,12.4,-25.2,13.3,46.5,3.5,M1,8/1/13,2013,0813gbBMN08,,Fish,660,
Greenbelt,BMN,661,11.9,-26.4,13.5,47.1,3.5,M1,8/1/13,2013,0813gbBMN09,,Fish,661,
Greenbelt,BMN,662,12.1,-29.9,13.6,48.2,3.5,M1,8/1/13,2013,0813gbBMN10,,Fish,662,
Private Ranch,BMN,663,8.2,-29.9,13.4,46.9,3.5,M1,8/1/13,2013,0813mmBMN04,,Fish,663,
Private Ranch,BMN,664,6.9,-29.6,13.5,46.9,3.5,M1,8/1/13,2013,0813mmBMN05,,Fish,664,
Greenbelt,FHM,665,12,-27.4,13.4,45.7,3.4,M1,8/1/13,2013,0813gbFHM04,,Fish,665,
Greenbelt,FHM,666,11.6,-27.8,13.6,47.6,3.5,M1,8/1/13,2013,0813gbFHM05,,Fish,666,
Greenbelt,FHM,668,12.1,-28.2,13.4,47.2,3.5,M1,8/1/13,2013,0813gbFHM07,,Fish,668,
Greenbelt,FHM,669,11.1,-28.9,14.4,49.2,3.4,M1,8/1/13,2013,0813gbFHM08,,Fish,669,
Greenbelt,FHM,670,12,-26.9,14.1,47.5,3.4,M1,8/1/13,2013,0813gbFHM09,,Fish,670,
Greenbelt,FHM,671,11.7,-27.4,14.2,48.2,3.4,M1,8/1/13,2013,0813gbFHM10,,Fish,671,
Greenbelt,FHM,672,12.5,-25.4,13.6,47.5,3.5,M1,8/1/13,2013,0813gbFHM11,,Fish,672,
Greenbelt,FHM,673,10.8,-29.7,13.7,47.3,3.5,M1,8/1/13,2013,0813gbFHM12,,Fish,673,
Greenbelt,FHM,674,12.5,-28.2,14.5,47.4,3.3,M1,8/1/13,2013,0813gbFHM13,,Fish,674,
Greenbelt,FHM,675,12.2,-27.6,14,48.6,3.5,M1,8/1/13,2013,0813gbFHM14,,Fish,675,
Greenbelt,CSH,676,12,-27.6,14.1,47.7,3.4,M1,8/1/13,2013,0813gbCSH04,,Fish,676,
Greenbelt,CSH,677,12.3,-27.5,13.8,48.9,3.5,M1,8/1/13,2013,0813gbCSH05,,Fish,677,
Greenbelt,CSH,678,12,-27,14.1,48.1,3.4,M1,8/1/13,2013,0813gbCSH06,,Fish,678,
Greenbelt,CSH,679,12.5,-27.6,14.3,48.3,3.4,M1,8/1/13,2013,0813gbCSH07,,Fish,679,
Greenbelt,CSH,680,12.3,-27.2,14.2,47.6,3.4,M1,8/1/13,2013,0813gbCSH08,,Fish,680,
Greenbelt,CSH,681,12.3,-27.4,14.3,48.5,3.4,M1,8/1/13,2013,0813gbCSH09,,Fish,681,
Greenbelt,CSH,682,11.7,-28.2,14.2,47.6,3.4,M1,8/1/13,2013,0813gbCSH10,,Fish,682,
Greenbelt,CSH,683,12.6,-27.4,14.2,47.6,3.4,M1,8/1/13,2013,0813gbCSH11,,Fish,683,
Greenbelt,CSH,684,11.9,-27.7,14.2,47.7,3.4,M1,8/1/13,2013,0813gbCSH12,,Fish,684,
Greenbelt,CSH,685,10.9,-27.8,14.3,48.6,3.4,M1,8/1/13,2013,0813gbCSH13,,Fish,685,
Greenbelt,CSH,686,11.7,-28.2,14.1,48.4,3.4,M1,8/1/13,2013,0813gbCSH14,,Fish,686,
Greenbelt,CSH,687,11.7,-28.7,14.3,47.4,3.3,M1,8/1/13,2013,0813gbCSH15,,Fish,687,
Greenbelt,CSH,688,11.8,-27.7,13.9,47.9,3.4,M1,8/1/13,2013,0813gbCSH16,,Fish,688,Replicate samples.
Greenbelt,CSH,688,11.9,-27.7,14.1,48.4,3.4,M1,8/1/13,2013,0813gbCSH16,,Fish,688,Replicate samples.
Greenbelt,CSH,689,12.2,-27.7,14,48.7,3.5,M1,8/1/13,2013,0813gbCSH17,,Fish,689,
Greenbelt,CSH,690,11.7,-27.8,14.1,47.5,3.4,M1,8/1/13,2013,0813gbCSH18,,Fish,690,
Greenbelt,CSH,691,10.8,-27.4,13.8,47.7,3.5,M1,8/1/13,2013,0813gbCSH19,,Fish,691,
Greenbelt,CSH,692,10,-27,14.2,47.4,3.3,M1,8/1/13,2013,0813gbCSH20,,Fish,692,
Private Ranch,FHM,693,9.3,-29.9,14.1,47.1,3.3,M1,8/1/13,2013,0813mmFHM04,,Fish,693,Replicate samples.
Private Ranch,FHM,693,9.4,-29.9,14.1,47,3.3,M1,8/1/13,2013,0813mmFHM04,,Fish,693,Replicate samples.
Private Ranch,FHM,694,9,-28.6,14.1,47.4,3.4,M1,8/1/13,2013,0813mmFHM05,,Fish,694,
Private Ranch,FHM,695,8.5,-30,14.1,47.6,3.4,M1,8/1/13,2013,0813mmFHM06,,Fish,695,
Private Ranch,FHM,696,8.2,-29.4,14.1,47.4,3.4,M1,8/1/13,2013,0813mmFHM07,,Fish,696,
Private Ranch,FHM,697,8.5,-28.1,13.5,47.7,3.5,M1,8/1/13,2013,0813mmFHM08,,Fish,697,
Private Ranch,FHM,698,8.8,-28.6,14.4,47.4,3.3,M1,8/1/13,2013,0813mmFHM09,,Fish,698,
Private Ranch,FHM,699,8.4,-29.2,14.4,47.5,3.3,M1,8/1/13,2013,0813mmFHM10,,Fish,699,
Private Ranch,FHM,700,7.9,-28.6,13.4,46.6,3.5,M1,8/1/13,2013,0813mmFHM11,,Fish,700,
Private Ranch,FHM,701,8.9,-28.7,14.2,47.3,3.3,M1,8/1/13,2013,0813mmFHM12,,Fish,701,
Private Ranch,FHM,702,8.6,-28.5,13.8,46.5,3.4,M1,8/1/13,2013,0813mmFHM13,,Fish,702,
Private Ranch,FHM,703,8.6,-28.5,13.7,46.3,3.4,M1,8/1/13,2013,0813mmFHM14,,Fish,703,
Private Ranch,FHM,704,8.7,-27.7,14,47.6,3.4,M1,8/1/13,2013,0813mmFHM15,,Fish,704,
Private Ranch,FHM,705,8.1,-27.6,14,47.6,3.4,M1,8/1/13,2013,0813mmFHM16,,Fish,705,
Private Ranch,FHM,706,9,-33.1,14,48.6,3.5,M1,8/1/13,2013,0813mmFHM17,,Fish,706,
